world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70,B71,B72,B73,B74,B75,B76,B77,B78,B79,B80,B81,B82,B83,B84,B85,B86,B87,B88,B89,B90,B91,B92,B93,B94,B95,B96,B97,B98,B99,B100
World,2020-07-06,7882631890,1335844.8952759048,302666.6527876021,523293.2545786414,559048.4000038535,591003.4029093297,603691.6389106096,654514.4894475384,666895.1198096582,669342.0203881082,681945.8724781487,685780.1679724131,726938.231049809,740840.1899751095,751601.5691786873,758665.1470744478,758987.118481301,775144.0701186581,775918.3130218488,779053.4698868359,794582.8913603118,803310.9579588887,811510.4873636782,813849.4830976616,832267.4168832919,837725.0318327749,845973.405971262,860430.2505714882,864886.8694153709,865345.5384114516,870773.8832168924,874932.574706354,875962.7351991849,879131.5703778522,881665.1256835869,909789.4597864444,925490.4441411376,925981.9065884784,945767.2582205858,948373.6256485867,953157.5825437778,958937.1813626259,960865.4268747608,988370.0978357745,988641.3226862169,989378.6096375213,998289.005365888,1020532.669902165,1032566.338247279,1041614.3607784775,1042685.7388540315,1044625.4913640548,1056814.9878786688,1087647.8862026522,1092240.0320421346,1092566.1317164323,1107993.9399364456,1110909.118317698,1118127.294780065,1124319.9731929018,1128962.866879369,1145245.107808895,1145793.089438271,1146556.7535240974,1147996.1798981964,1150198.5111844607,1152367.666979201,1157261.4331446246,1161189.56809792,1166175.6365739934,1168369.0488410399,1170635.160133997,1185778.749939152,1200874.9076500463,1201207.3584335535,1202706.3436545522,1208280.5263110367,1210289.9312467368,1214910.3790257573,1215946.7782216568,1223485.1765625046,1243884.5326247604,1255686.517207343,1259753.1916070504,1263888.5522048722,1287695.76773281,1288078.955279612,1310628.7328150226,1324557.887365743,1324765.8705670175,1335844.8952759048,1337384.150997444,1340104.8598838456,1342327.1678289582,1347192.0140799908,1347610.5110880858,1351523.1629966968,1424481.7550253475,1461391.401453969,1523210.123415419,1602980.751708198,1643312.942112637
World,2020-07-13,7882631890,1505005.9031690266,455272.2881348426,648450.2374823623,673090.2242670497,692823.1436086758,735099.824355261,781368.3463406505,791126.146078478,801393.4023414279,803013.466676501,808915.8838684477,847699.9474616557,892169.6004805769,898405.5541541722,900397.5319995715,908329.999933656,919198.9470668401,923500.9014995296,926999.3744721266,928818.2934320753,930854.4518088157,941840.3756975681,945217.2312976142,966226.0230198894,967669.5422644065,1000013.9642320378,1005541.8448781946,1006305.9496325562,1014317.6095142324,1015201.2606769643,1029235.3192610095,1031822.5733874157,1043145.6601587858,1045602.1081009739,1056815.9891726198,1057913.699555565,1094998.6165149887,1103356.3349024106,1104309.2129007247,1112339.9890082225,1113689.7534169855,1119509.4286625364,1137353.7354993941,1144222.0933105638,1151260.3164298572,1169800.6387657481,1172540.7972775954,1179517.5456985151,1181105.5321756038,1199947.116828151,1210605.7376801812,1212364.1185334253,1228487.622334822,1240913.419580103,1252781.5848816351,1262124.0772270116,1264756.3461446515,1280776.424256549,1283043.1444338262,1287848.4041238525,1299014.4251591587,1299603.014559327,1299625.8663096745,1303032.2550370859,1305185.8727821496,1313889.6530043066,1316433.0980541052,1320845.885556542,1321790.9109921337,1325074.583077803,1334589.9518287072,1336508.6452382216,1343756.5058599308,1347909.7717777707,1349645.7388396552,1359595.3291740352,1364825.2505824664,1368134.5070081581,1376563.5190977473,1386841.3172887228,1392927.0225542772,1408804.6145799693,1416165.5355842197,1432904.4996541818,1439296.6887893754,1462547.4910914374,1488726.636803852,1493488.8279486718,1494540.0654924507,1499854.8289558347,1501843.282725426,1504164.1658809495,1505005.9031690266,1525571.283870771,1532750.57378432,1533434.7029498408,1594572.4865078693,1662236.003230765,1708695.9477103131,1785777.4335779997,1819206.7723404004
World,2020-07-20,7882631890,1679554.118031679,608011.6968712565,789895.8167458816,793781.5602766592,803125.6343522804,875115.8361540675,917511.2246197396,923163.7901073826,931519.8990150027,940850.0210186625,952174.4466177456,987777.3301816208,1032978.1568357811,1040934.4847046235,1043400.7520636639,1047919.6552465501,1053963.6159778396,1073408.2267778537,1076376.2468496428,1078645.273225785,1082052.0397980267,1082136.3288945071,1083218.7474733016,1100052.4350184812,1114188.6174960104,1144888.057777279,1149466.7182917767,1155548.2509989813,1160586.5704660355,1168618.5488770935,1177060.7134839105,1187356.2532479267,1194055.511623286,1204053.725174191,1214135.1085830093,1229925.6389156792,1242045.697852119,1264511.4197802888,1267633.159924928,1271534.9304526139,1282073.5928368215,1285517.577726098,1300446.1974009324,1300618.5022614473,1313833.2372807963,1314150.707752471,1319941.1166605828,1330354.2358867195,1352435.4461631214,1356780.4912506894,1367194.7244817263,1371061.8018724394,1382629.9454161283,1394118.1305799354,1398328.2493891034,1407735.3489670374,1416601.304151571,1431690.9186493712,1438908.8908703227,1448114.4225922544,1450327.6453988638,1457399.8087833747,1458215.9230250968,1459594.5566650785,1469480.3706296657,1476754.1023322379,1479175.2928213829,1480403.2544702226,1486436.4227810504,1487038.4102903737,1493321.8820643995,1496254.0122880707,1502286.584885782,1506557.9542653766,1513966.099874521,1519059.0634638094,1519149.4453970909,1526267.749121555,1553281.9066923507,1557988.3600735134,1563444.9398710625,1578188.5983354899,1578587.681067258,1588008.476294132,1599393.978365981,1639196.3912885487,1647146.351063733,1653121.9871879513,1665711.2884866095,1668980.7176320362,1674433.1787441664,1679554.118031679,1681456.3126549197,1707855.3633829437,1718766.0629307474,1729340.8409586432,1766746.969260885,1872151.4054568615,1896568.5546379809,1969073.0960651673,2005375.8621541515
World,2020-07-27,7882631890,1854891.9169926743,748109.9406544353,914597.1441049742,914638.3632016145,963710.5305872448,1023882.3554305669,1040483.7781175199,1056776.280876461,1062228.4090996073,1081823.1600325287,1093016.229866207,1123718.6639327763,1173596.7161430556,1176964.9713072884,1185528.9185979534,1195008.5541792733,1209970.9275754786,1224529.0706070382,1227834.0209411753,1231846.9017770973,1234471.6680369189,1238350.6492287333,1238793.845355966,1255683.8561898817,1261061.393465924,1281997.9700417984,1297965.0814178672,1300638.6245383853,1311704.9142445682,1329323.247835288,1331654.3865440364,1340664.4016923276,1357144.787129247,1358779.8634555994,1365693.8782430023,1375912.6423272851,1419403.9465623535,1422159.5588818027,1431668.036085848,1434856.6825538317,1445640.134101615,1455802.4324851297,1459210.7325559263,1467424.535906684,1482361.5125204867,1484880.4746409717,1487433.5452572391,1488325.3816808083,1521610.5110870542,1523107.7439991347,1526197.1670845402,1531019.6094666154,1542976.9159141616,1543210.1715463176,1547455.0396064504,1557761.9762776927,1566291.401603715,1583170.0749733448,1585015.0485424313,1600129.2200036221,1604490.2292992729,1617760.0168368889,1624750.5392876093,1627999.9387387845,1634623.196390813,1636498.8503527278,1646556.2040379758,1649204.2918400732,1654203.5185364573,1659139.960071247,1666684.237438365,1666987.648498349,1667593.3125307227,1668756.5030354,1684182.7152846586,1687326.9652596193,1693227.8830573193,1713672.222024795,1715677.4982617663,1733652.8051127926,1740820.6438971055,1741646.508926114,1753163.5529774257,1759661.142819338,1760202.1679201308,1811184.0105240825,1814632.400062649,1815282.7261036644,1841875.2551567922,1847073.921861629,1850256.2906506436,1854891.9169926743,1860043.6419154934,1891586.1426452694,1902101.1520823038,1935363.3626859675,1939894.0883305843,2084513.175964609,2086716.1562884115,2154092.287444781,2194364.5404775087
World,2020-08-03,7882631890,2007920.0770957477,859851.3780527307,1007649.1143275135,1030603.1747349369,1094296.2371284268,1146595.9941910529,1162668.5846470785,1180767.6208341846,1181014.3054884586,1206501.4384730156,1216507.4094797373,1232047.8409332263,1293095.4828345643,1299694.7421454329,1306591.8821057784,1328875.9390892894,1357482.8505519405,1360677.9885462923,1363774.162819628,1365992.3888914576,1370271.4519046298,1384127.3935115305,1389703.278448561,1401107.6647764477,1415109.6555941026,1425455.1486119537,1429491.8592159455,1430101.7722854572,1434216.3139530837,1467329.7285255985,1481770.6995824354,1492075.713926529,1498207.7103805384,1501253.3361638587,1508192.498348894,1526216.2419031155,1563212.9426239568,1575303.5259565858,1579788.2676520748,1583900.7998216373,1585465.6903787998,1597790.4364091735,1598199.0981082541,1611991.844752299,1628783.4736377785,1631805.3163379559,1642282.8994016284,1653701.3535637402,1663001.805052863,1667935.2108854332,1679106.2366628652,1681192.978350593,1682905.5585522032,1687553.3663438084,1693374.3771677276,1696421.591796277,1700809.5779227426,1716729.9528379028,1726645.346589323,1733900.5383339615,1739763.758131994,1752421.6216002116,1761327.2520086076,1770320.4080320748,1785765.5158678412,1788439.5588099808,1793513.726234901,1798511.0695489945,1799574.9378532332,1804656.881315705,1807032.433489399,1811090.3347673996,1828784.07846395,1829883.8359396323,1831985.7632203938,1839324.4225492382,1845381.4023235484,1865069.3495213515,1869881.0426396357,1873567.5257935496,1885393.5408999207,1895848.5804672206,1903600.3214609888,1918811.2745978378,1928269.1144655829,1962282.33525977,1963132.3194884686,1965706.9272403189,1984541.8867727197,1999033.4400544548,2007920.0770957477,2015160.005194636,2021942.3133063177,2050211.9540127832,2058911.4987180987,2081807.9183169615,2149095.3265281473,2247096.8568058647,2247174.16788963,2341281.566000659,2363492.3654189096
World,2020-08-10,7882631890,2171260.4166888585,972879.4252131655,1105075.1731666545,1149431.0937430684,1221373.6051816253,1268765.1686322268,1304020.971227637,1318162.2488110866,1321211.092415682,1322044.1963446161,1341661.1141675008,1356319.5392742883,1430373.145866827,1435152.9009612228,1435389.7341403957,1471953.7455814176,1505335.1114598226,1505860.611334138,1507364.3518908722,1508230.2133429346,1520991.4586367363,1521732.432673255,1531272.4101358708,1548985.7885284887,1554197.7140131262,1560528.7983529272,1575015.8015592247,1578095.274898776,1601516.706157406,1615591.753121779,1629665.3964517468,1636459.730833689,1645228.2451043208,1652175.597835009,1656196.464090451,1688314.432905938,1722524.9770885902,1723056.0379693974,1727531.1731980895,1739172.1906204647,1739231.1328143005,1746185.4185257365,1752863.3492831506,1758104.2654348756,1778773.7223188693,1792443.702063515,1810194.136925707,1821116.951230148,1822247.3247158339,1822937.539319298,1827552.5401066989,1828819.1487342373,1830809.0013830892,1835757.6903599724,1842880.6013546116,1850363.1132459838,1850555.1301279198,1856167.318037691,1867863.5627880513,1874976.8726105278,1880545.7525980815,1882683.3595228037,1916361.890885329,1919435.240168841,1942001.0289600121,1942177.0880995637,1947801.03213247,1956596.0526181264,1962774.2385227492,1963018.4688509011,1964235.781882395,1973932.3488646233,1982546.060971617,1982801.121165069,1991182.3254079272,1995455.1866932265,2009551.904409189,2010993.1163313559,2031037.4314278937,2033118.790578188,2055417.6998288122,2060591.275327018,2065688.4810420037,2078196.4112086368,2114266.5730740423,2114626.73630494,2116041.1640472724,2117504.1703197537,2127565.5025891215,2155249.1490160557,2171260.4166888585,2191736.6873839293,2203072.9251760803,2218467.552829124,2230718.2740488574,2252582.76781898,2360040.7982350416,2403896.0923452056,2412505.2435013177,2532083.148904147,2538883.299703578
World,2020-08-17,7882631890,2326712.9520309833,1071335.3039541536,1203084.806974523,1263047.3874265724,1351051.8980710183,1392718.2212204356,1430801.0871236036,1434988.751375201,1444965.1229837132,1448205.7779982225,1458720.4356669504,1488870.3660857386,1556481.296270797,1562783.7707285616,1581771.2074021616,1627250.1839920133,1644237.040110351,1645522.7880263985,1647751.1221192677,1648859.4692400724,1663967.286514551,1672246.5725871616,1672586.7816713834,1681696.1157537089,1690202.774022167,1694512.9726666303,1715372.378929758,1759727.1717973128,1765276.5583585282,1770205.5924760362,1777438.3069967874,1784468.954204299,1789529.7978116435,1799394.6027442217,1802658.214214433,1846958.8463793485,1862116.8787064531,1869492.0026498586,1871481.0311141592,1880544.9087903353,1888525.5985398204,1898280.36857343,1908942.1390409628,1917221.9423491922,1936765.5933045687,1938751.8369015015,1970117.673331384,1971494.6115905473,1973266.9628421639,1975865.8940021372,1979713.500996194,1984536.7766372361,1987587.0580808325,1993534.1966739388,1994052.1286864495,1996475.0823096097,1999175.6080334825,1999395.6229515714,2016279.4733037627,2016931.4404401912,2017011.4606800843,2031256.0711911896,2062784.0205863072,2075134.2608870363,2078802.52125279,2082961.1010938652,2093820.3711689592,2110709.2594334777,2115786.4426722396,2121714.5657285103,2131969.8301427886,2132369.3024979485,2139844.1671639266,2145267.839856602,2151194.855393656,2152042.697273655,2152750.6272166832,2163456.2252631774,2166507.361571042,2201830.2005308466,2230139.875230406,2230312.7903702715,2232220.1815381064,2258531.5856501786,2260937.07924927,2261945.866912094,2262789.846043241,2270331.531005121,2299855.820544772,2302495.793775359,2326712.9520309833,2364544.731104392,2372862.064726525,2379877.9571729153,2413315.105520429,2427784.71491516,2550162.5227442235,2577489.298785896,2582482.755365052,2724967.989419566,2728241.4072432937
World,2020-08-24,7882631890,2479547.988502711,1162730.2294129657,1297274.9204476415,1365063.812327819,1477288.5685491294,1508368.9186397998,1528441.008976149,1542303.7371014946,1561218.583829593,1580650.3980878238,1586806.6171937059,1617326.756827427,1679313.433591209,1682009.8961630142,1715544.3088013572,1768816.625815477,1771472.0376543375,1772468.6064903801,1773315.1279267743,1774196.7528501884,1793123.2464976918,1806563.5082089494,1810495.0135174906,1827319.91398508,1828970.8783699167,1829206.0766479115,1850771.5472427774,1891666.6606644993,1919358.117744946,1931030.0181713821,1931344.8281204125,1933303.6063676735,1938518.8787583245,1941824.1284021598,1948031.7379044015,1979573.5298273016,1980754.789406376,2010283.3646546665,2012082.567870007,2013550.1852375057,2043917.7130184523,2045657.3013785388,2068747.2864724668,2071342.5568765958,2080209.6999271803,2084064.6902210298,2109399.7491108137,2110037.4455303294,2112995.42963743,2115099.8481617044,2124369.363835599,2128336.2537887003,2129228.845165928,2131829.301379822,2135628.3949256022,2142921.5165372533,2144222.317439377,2145827.674966625,2150270.8852196326,2154305.645948239,2163772.5845154985,2188675.662495268,2204783.8608242064,2215618.919636967,2216031.2999170385,2217279.708390204,2223408.7891887287,2254895.5155853634,2257305.400313957,2274190.9533820655,2277576.872123432,2287875.297710899,2288519.849563878,2292639.8789843563,2295155.8720465507,2303479.309104626,2306306.712664559,2317527.935011694,2329279.151466857,2361892.5182923255,2379676.3668052373,2381449.9222327564,2393520.450497184,2397545.4231023965,2405787.6402679686,2414372.2526715696,2417875.4584124973,2451021.6237227074,2461493.88941631,2463355.2937283167,2479547.988502711,2521374.455100679,2529907.435397692,2550165.802518146,2585888.780109339,2619560.5267974357,2698224.9458427234,2746468.4895503656,2794536.3164526047,2900396.9814527878,2901186.7440959965
World,2020-08-31,7882631890,2618534.282826154,1245441.9574225221,1381703.8871503242,1461734.6071006467,1603022.043946833,1606538.6419385036,1609831.5023659999,1627193.5649466983,1675472.7377019853,1700325.7004880551,1706386.6361732336,1738983.5194997457,1786668.0540041015,1789499.7097007502,1832103.179893208,1887818.7436517265,1890883.0044860467,1891212.5946520937,1893119.1042389097,1895044.5272044388,1917945.9880209095,1933293.8353340335,1944190.0467615584,1948704.7261472922,1961341.5508310017,1979126.4777306302,1979923.4755927827,2023911.8775786762,2051302.4097820867,2055915.1669627535,2067581.4481864106,2071761.1787381114,2087708.7646879232,2098405.792547331,2098598.1463371557,2104490.4682620796,2105485.003621559,2138086.401475174,2139777.535196061,2141028.833749127,2178206.3032719055,2187087.5076756226,2190292.275054812,2199128.7762655416,2216139.5008443994,2219402.1664001374,2239632.088428291,2243609.8777103503,2244241.5668367106,2247913.373237115,2259583.5751430653,2264162.172558769,2265718.8958264883,2278013.1946356846,2282256.55376899,2284367.765191079,2286893.3032641676,2288530.398837171,2289945.6794987405,2306748.196131468,2311916.361812253,2326451.6814471637,2339027.245045395,2342434.3365467563,2343815.768409413,2351139.056855545,2367700.1589421043,2385262.4627455315,2389444.5526377787,2393839.6148099024,2412793.016179829,2424236.890780467,2427233.692868115,2428727.0883391853,2439441.7900453717,2445540.7973727523,2459984.7599637075,2464311.7536714613,2472270.485027976,2506625.3214017777,2511566.6034768666,2517612.9475836447,2524776.09487529,2550316.6827203003,2555197.414165775,2557739.49485225,2573858.1140189283,2592041.7920987457,2618534.282826154,2620453.4578454886,2659089.807018114,2673443.5687134075,2680245.706983286,2727050.226785834,2750665.410395502,2797075.154724591,2844580.009566007,2899823.9733866183,2997262.535574763,3050850.0577052333,3054018.2294910457
World,2020-09-07,7882631890,2765186.200210855,1331039.2032722337,1462858.67282737,1558904.7009750798,1700673.658490099,1710037.7696582966,1718212.7540061534,1735393.7642161897,1804289.5922682628,1831896.1595752123,1844981.5897709941,1874266.469685898,1895992.9817920593,1913438.5549227812,1959206.476986161,2006919.152968176,2010965.6539514991,2014057.875944174,2017984.1090282504,2022100.0200778875,2061440.6718422608,2077581.5078580568,2089459.3386340186,2093964.623311315,2114488.3284051195,2116664.9039167673,2139043.1511291084,2154762.3692256897,2183772.357761448,2207740.5194283286,2216708.543075178,2221392.127092029,2227745.2981930054,2229911.706551678,2234708.1036581397,2256909.829962983,2273236.53375423,2276106.8411098337,2278360.75168069,2282905.10620476,2309386.2599346535,2330176.1172898193,2338592.8387847515,2343843.395703339,2351035.1276363614,2370411.409314291,2373410.7535120384,2379850.9526715106,2395733.154636913,2400246.4667823496,2403025.038669391,2404689.5911206873,2433335.4083646624,2436988.131680473,2437604.910624368,2438824.0477238595,2444943.636249211,2447517.7619725885,2447540.514223471,2451267.1393385464,2468722.1281773914,2474009.611626426,2477059.5560905254,2495148.6960741277,2495486.0535848746,2497093.5418409635,2516027.562734538,2520520.3447822225,2521373.5744873565,2537069.488703622,2539795.358272625,2574902.2832066696,2575514.928631201,2582609.3499435745,2585166.6899275165,2586337.66767375,2613435.6832338786,2619035.8979547005,2640389.6877681613,2649008.6647841604,2649126.4498360655,2658366.7980161356,2679399.976013374,2713590.9092065077,2713651.2043661997,2721007.507566995,2740818.209233539,2742402.3197253393,2765186.200210855,2772588.284933017,2802997.051704893,2828288.5655589933,2908493.0144808777,2908656.4325898867,2932225.7163939564,2993281.352610077,3004608.4436287,3066926.3461869457,3209058.2067700513,3224409.226960504,3229376.9595282977
World,2020-09-14,7882631890,2914059.2706890577,1413656.7927541102,1544564.2088334728,1654089.288345851,1793816.9510944553,1812368.4193897243,1813321.3468335099,1877159.901775517,1927623.8038310215,1976123.1105605452,1990055.647030713,2002922.9119612772,2017916.6813446416,2046284.593030303,2081833.0933411997,2111827.22134366,2133739.8441940537,2142267.6370095997,2148691.7982478263,2153621.1104983417,2184115.7896219497,2232761.4797638883,2246038.8940952867,2260764.385906714,2261259.3385606087,2265553.051884035,2286309.7253944804,2286682.2911648424,2318864.2036390128,2350489.03215245,2362431.9952988033,2365686.714438163,2373190.4527599206,2382501.5903565716,2384663.149120043,2409739.9618397187,2424235.3947270387,2431768.7407905683,2431951.1876619924,2443393.5432402706,2449046.940263656,2474501.4599219067,2484843.119537168,2491152.8638619804,2501833.7264811005,2510217.043855758,2512560.0077684782,2528521.4169837525,2541889.8103765333,2544636.0261272714,2546598.649605838,2566612.498347365,2568414.075439474,2584217.0014969422,2597708.863640457,2604576.2516982458,2605838.852075076,2610118.553152097,2617305.072705736,2617760.4997806093,2620840.01211738,2633983.355763135,2635152.0487357527,2642231.4751853826,2646098.5754978745,2654271.648300028,2657105.871138902,2658698.843699425,2664874.350469745,2672882.318469855,2687696.1211736184,2713932.4041814,2724900.4479720565,2724950.2195307054,2739508.699729859,2748100.621095432,2765593.8961983537,2777244.644728673,2779921.4675161024,2783861.5348010967,2807619.5920064715,2834863.2126248176,2836086.9404281457,2863701.370124405,2874768.760623513,2891172.3245635885,2894985.940510528,2912042.4098112863,2914059.2706890577,2921668.222686777,2949602.314195057,2983072.0480851126,3102422.5011023227,3106399.5244632456,3132354.010532047,3166103.180529303,3196802.483518652,3251311.794696005,3367500.2570289494,3376360.676774825,3448211.835958697
World,2020-09-21,7882631890,3053622.1432452793,1490940.6264988193,1623928.0072383867,1746413.3581013847,1882636.6780512615,1902368.1092707238,1918098.6350649742,2005662.7764547833,2054581.6157648999,2104531.9398375787,2107453.6880005896,2125527.392842896,2153928.5392411924,2162378.895175172,2195020.5905900733,2211301.491286226,2242625.7584261447,2257383.5482663293,2270014.026627631,2290544.878050642,2315884.826129812,2362692.6298100273,2392965.640320429,2400424.867917323,2404575.4951096834,2416549.2588247596,2418506.0977847427,2425203.559899687,2454504.9973747483,2462056.956399233,2491809.7690984793,2510903.7893142,2523577.1020224523,2529225.826831033,2536106.454695376,2555987.873188149,2563220.268771744,2566513.338770338,2569751.7771942224,2571054.0128631257,2607263.722852075,2617969.29706578,2628144.3343183943,2628221.9671139983,2635628.512758112,2643601.121875933,2644436.8119898965,2676094.5746981762,2683438.058381262,2683719.9605422774,2687085.452789828,2690836.1192598753,2723130.8453290593,2737403.1852911785,2745116.269864046,2745765.2713837586,2754336.054425728,2754362.9337428906,2767936.1438454767,2768358.0007707467,2769388.0616472554,2773271.60970282,2773739.5861222027,2774492.004138129,2788572.7493031616,2802828.275209899,2804159.860295048,2817873.8811930986,2821907.332290705,2823481.6020891373,2824801.263954688,2842739.6437195083,2852507.869699908,2867431.634557304,2876659.4936132063,2905734.044559394,2906863.782947727,2910822.3270361377,2912947.6035985993,2934825.964386191,2951804.842677626,2988446.54580587,3006408.354356651,3025173.217290463,3031779.811349683,3041337.941713395,3053622.1432452793,3055094.538563081,3071086.0528894397,3071210.4043965866,3087684.792338874,3128907.3430624134,3271804.335835694,3272320.064586078,3312211.7481803996,3358229.1684372686,3384984.0215561865,3422175.063803571,3519627.3570324066,3519935.6478431756,3659097.5011983067
World,2020-09-28,7882631890,3183800.5507682776,1564107.351464621,1698295.7545077784,1825683.152918193,1953884.2666687616,1984381.5378217152,2007943.1246432397,2116807.3382577384,2148420.523202803,2205364.724346888,2214521.609260844,2233392.2188301203,2263803.181388853,2266091.5841454607,2299593.525180794,2306548.94242075,2336877.028231965,2370748.6656301185,2390764.7123243,2392401.731012311,2442119.255936678,2485346.487655009,2505344.5090599386,2526452.4172998797,2536977.7355046724,2544547.1063979003,2551475.375615921,2559335.8691905797,2567511.4381161476,2575890.2402176824,2609512.1854248475,2628759.5530806216,2656457.0021090666,2661674.926577902,2662604.2705145236,2673081.376548927,2677856.3255952476,2688123.7373617776,2697243.1268038955,2705864.361762912,2733520.8005629187,2741154.4021197762,2744082.585002322,2744888.686745167,2747794.6050890996,2753828.2791972677,2777800.9223018363,2793450.9720074343,2798755.2062792554,2810710.3556848015,2810805.8744681603,2813512.9325753623,2849568.762113061,2854867.20351639,2858650.0933414903,2868443.225419243,2872367.396765426,2877868.8346879217,2882068.112966669,2890025.839506841,2893592.578797052,2904046.082122988,2909431.837573484,2910655.263359,2916248.166375008,2917500.169101343,2942684.287777735,2950690.5609171595,2953291.427651295,2957828.380312087,2961925.084562939,2974699.730112713,2991574.891166858,2991763.59607203,3002737.219972825,3024759.438061336,3024774.622526296,3029770.8988594185,3060114.5842838767,3083138.5990545712,3087280.848126863,3113590.1807425045,3142754.1681643324,3159920.8675850597,3162011.5609301743,3183800.5507682776,3186914.645826916,3196064.1727308077,3209242.3690464674,3209768.928818454,3216474.8071071147,3250468.2792854365,3411058.6068861866,3417525.4514597,3445475.295776179,3570179.808875699,3573214.1245727637,3574399.233015514,3653641.4955721614,3663928.4197846237,3867672.932730296
World,2020-10-05,7882631890,3322658.973405387,1651726.956310475,1803069.522329527,1913837.1027008973,2030624.0008707026,2081367.004117193,2117340.7462163926,2231316.637683344,2247187.6795571037,2324092.075897621,2335310.748030765,2353077.174010187,2376453.439043865,2386120.569160716,2398947.1844406542,2438581.1586782,2442053.7301704907,2493295.2689335006,2505636.6429139744,2530403.171365701,2573241.3319354346,2608900.203902049,2619680.818000163,2668985.7151025916,2672126.8756177733,2674234.921022911,2689311.310502193,2689555.6333690006,2704634.444917484,2709288.4314345736,2736478.9216479897,2755039.669629323,2789652.9118613843,2797276.3601441863,2803116.729064504,2803703.3658179594,2806014.6884987815,2810210.6895538126,2846259.2740092743,2847167.2350521684,2860618.23619281,2866655.8023332343,2869471.190782535,2872647.7536526066,2875801.4378245086,2884743.612130502,2912773.10851129,2918239.4374501524,2926002.8086158256,2942806.5422960613,2942822.2180171134,2945047.9369527427,2977836.5500228303,2981759.5887837256,2984876.270119171,2991619.325669046,2992628.4114564923,3000753.547815711,3002490.859197358,3011745.2010206627,3028560.436791124,3045281.311216985,3050309.0762015213,3052057.1764028366,3055372.6762354933,3058955.979306796,3083748.38739182,3090182.405435006,3092992.2694947263,3097922.232305416,3102654.5550128194,3116926.0380725237,3124932.721860899,3139818.11467272,3151749.2005797597,3154292.3080194877,3156591.938869527,3160563.4846203476,3207589.230621032,3214598.203335409,3242737.9622975434,3248046.5774218766,3284709.19715305,3285093.5747908666,3292426.9613872687,3322658.973405387,3341218.8160819197,3343305.9141559997,3349141.4638179,3349512.9444044055,3356479.061901435,3383369.8937103287,3556875.147792123,3569838.7293328214,3591081.898397367,3730457.292722588,3776699.9193195067,3804328.9761089324,3806670.5888722218,3822541.2821106645,4052866.227926889
World,2020-10-12,7882631890,3469514.2918018317,1740991.7148421966,1910091.3472100908,2015879.4735326522,2117053.781628284,2185580.549778047,2230955.329278281,2355281.235673775,2365666.0766852405,2447046.1964590894,2457490.906479413,2486189.374724334,2492581.9863760774,2515485.801599652,2516846.930723515,2550061.7765116454,2572567.280663587,2620780.6498230635,2631422.4234207836,2658953.841102525,2696481.8666218435,2728536.680621109,2743275.6789750946,2807831.820816498,2809968.098740578,2812614.273759013,2820852.733976217,2826956.020065946,2836162.702334019,2858070.845435895,2864510.603581522,2898652.091345815,2922820.5758101847,2929031.7063499256,2937322.1875010324,2940247.0764681925,2953250.7418786716,2959728.3981235716,2993378.2006110647,2997450.3055016063,2998522.00625462,3000167.044561354,3000934.105694856,3004061.2313945945,3013533.694312876,3020836.2269819374,3034198.3612223393,3058166.563749708,3068645.600955437,3077550.981930207,3082848.1225893954,3084008.43172819,3106707.8478513104,3115758.2898259135,3118158.561147453,3123836.5369743286,3136199.368840153,3139508.7656224924,3143892.748019604,3161858.4915394317,3173326.268045435,3184203.965898826,3191319.2139653247,3195470.3276840304,3196983.45406969,3211959.01200976,3223586.9554742365,3236636.787535802,3236821.2472722046,3237628.003607376,3243743.3287076666,3256281.9134889953,3257308.8551318864,3290675.8842120627,3290963.9203768144,3296463.255644973,3300132.163267171,3302776.169443497,3332525.9751022137,3370458.7869883203,3382086.543929808,3402762.1695855977,3412863.6634440254,3429645.2223203266,3433281.6389948525,3469514.2918018317,3483897.54865744,3490972.997566021,3495953.4143520407,3498188.258571389,3517711.479315898,3518458.199561074,3711731.0962050622,3724569.60665153,3733874.1372049283,3882856.620098809,3958562.6118797422,3961903.724832586,3970455.738891682,3982841.8225280633,4241730.805624008
